sentence1,sentence2,similarity
"Desde a publicação de nossa IDcartaabertaID, em 4 de junho de 2019, foram mais 9 decretos e 15 portarias do Exército Brasileiro ou de ministérios, em um conjunto normativo de 31 atos unilaterais do Poder Executivo que ferem de morte qualquer vislumbre de uma política de controle de armas e munições moderna e responsável, inclusive contradizendo acordos internacionais ratificados pelo Congresso e interiorizados no ordenamento jurídico nacional.","Desde a publicação de nossa correspondência acessível, em 4 de junho de 2019, foram mais 9 decretos e 15 portarias do Exército Brasileiro ou de ministérios, em um conjunto normativo de 31 atos unilaterais do Poder Executivo que ferem de morte qualquer vislumbre de uma política de controle de armas e munições moderna e responsável, inclusive contradizendo acordos internacionais ratificados pelo Congresso e interiorizados no ordenamento jurídico nacional.",0.99817777
"Desta forma, o Governo Municipal por meio da Secretária de Educação, Sandra Denise Bandeira Guerra, assinou, no dia 13 de abril, juntamente com os secretários de educação dos 17 municípios que integram a Associação dos Municípios do Planalto – AMPLA, o Consórcio Intermunicipal da Região do Planalto Médio – CIPLAM e a União Nacional dos Dirigentes Municipais de Educação – UNDIME/RS, uma IDcartaabertaID em defesa da vacinação dos profissionais da educação.","Desta forma, o Governo Municipal por meio da Secretária de Educação, Sandra Denise Bandeira Guerra, assinou, no dia 13 de abril, juntamente com os secretários de educação dos 17 municípios que integram a Associação dos Municípios do Planalto – AMPLA, o Consórcio Intermunicipal da Região do Planalto Médio – CIPLAM e a União Nacional dos Dirigentes Municipais de Educação – UNDIME/RS, uma carta pública em defesa da vacinação dos profissionais da educação.",1
"Desta forma, o Governo Municipal por meio da Secretária de Educação, Sandra Denise Bandeira Guerra, assinou, no dia 13 de abril, juntamente com os secretários de educação dos 17 municípios que integram a Associação dos Municípios do Planalto – AMPLA, o Consórcio Intermunicipal da Região do Planalto Médio – CIPLAM e a União Nacional dos Dirigentes Municipais de Educação – UNDIME/RS, uma IDcartaabertaID em defesa da vacinação dos profissionais da educação.","Desta forma, o Governo Municipal por meio da Secretária de Educação, Sandra Denise Bandeira Guerra, assinou, no dia 13 de abril, juntamente com os secretários de educação dos 17 municípios que integram a Associação dos Municípios do Planalto – AMPLA, o Consórcio Intermunicipal da Região do Planalto Médio – CIPLAM e a União Nacional dos Dirigentes Municipais de Educação – UNDIME/RS, uma correspondência acessível em defesa da vacinação dos profissionais da educação.",0.99731743
"Em uma IDcartaabertaID, 20 generais reformados pressionaram o presidente Emmanuel Macron a defender a França ""do islamismo e das hordas dos subúrbios"" que deixam a nação à beira de uma ""guerra civil iminente"".","Em uma carta pública, 20 generais reformados pressionaram o presidente Emmanuel Macron a defender a França ""do islamismo e das hordas dos subúrbios"" que deixam a nação à beira de uma ""guerra civil iminente"".",1
"Em uma IDcartaabertaID, 20 generais reformados pressionaram o presidente Emmanuel Macron a defender a França ""do islamismo e das hordas dos subúrbios"" que deixam a nação à beira de uma ""guerra civil iminente"".","Em uma correspondência acessível, 20 generais reformados pressionaram o presidente Emmanuel Macron a defender a França ""do islamismo e das hordas dos subúrbios"" que deixam a nação à beira de uma ""guerra civil iminente"".",0.99363965
Confira parte da IDcartaabertaID abaixo:,Confira parte da carta pública abaixo:,1
Confira parte da IDcartaabertaID abaixo:,Confira parte da correspondência acessível abaixo:,0.8728976
"Então, como resposta, neste fim de semana, os pesquisadores envolvidos publicaram uma IDcartaabertaID dirigida à comunidade do kernel Linux.","Então, como resposta, neste fim de semana, os pesquisadores envolvidos publicaram uma carta pública dirigida à comunidade do kernel Linux.",1
"Então, como resposta, neste fim de semana, os pesquisadores envolvidos publicaram uma IDcartaabertaID dirigida à comunidade do kernel Linux.","Então, como resposta, neste fim de semana, os pesquisadores envolvidos publicaram uma correspondência acessível dirigida à comunidade do kernel Linux.",0.9879899
A novidade neste fim de semana é uma IDcartaabertaID publicada pelos envolvidos.,A novidade neste fim de semana é uma carta pública publicada pelos envolvidos.,1
A novidade neste fim de semana é uma IDcartaabertaID publicada pelos envolvidos.,A novidade neste fim de semana é uma correspondência acessível publicada pelos envolvidos.,0.94727254
"E em IDcartaabertaID, instituições de pesquisa, como a Sociedade Brasileira para o Progresso da Ciência, concordaram com o adiamento da pesquisa em razão da pandemia, mas afirmam a importância de fazer o levantamento em 2022. ","E em carta pública, instituições de pesquisa, como a Sociedade Brasileira para o Progresso da Ciência, concordaram com o adiamento da pesquisa em razão da pandemia, mas afirmam a importância de fazer o levantamento em 2022. ",1
"E em IDcartaabertaID, instituições de pesquisa, como a Sociedade Brasileira para o Progresso da Ciência, concordaram com o adiamento da pesquisa em razão da pandemia, mas afirmam a importância de fazer o levantamento em 2022. ","E em correspondência acessível, instituições de pesquisa, como a Sociedade Brasileira para o Progresso da Ciência, concordaram com o adiamento da pesquisa em razão da pandemia, mas afirmam a importância de fazer o levantamento em 2022. ",0.992548
"Nao e essa a minha maneira de ser e estar e por isso vou fazer aquilo que sempre fiz e continuarei a fazer, isto e, dizer, nesta Carta Aberta, exatamente aquilo que penso e sinto, dizer exatamente aquilo que me vai na alma e no coraçao, por mais inconveniente ou incomodo que tal possa ser para quem quer que seja.","Nao e essa a minha maneira de ser e estar e por isso vou fazer aquilo que sempre fiz e continuarei a fazer, isto e, dizer, nesta Carta Aberta, exatamente aquilo que penso e sinto, dizer exatamente aquilo que me vai na alma e no coraçao, por mais inconveniente ou incomodo que tal possa ser para quem quer que seja.",1
"Nao e essa a minha maneira de ser e estar e por isso vou fazer aquilo que sempre fiz e continuarei a fazer, isto e, dizer, nesta Carta Aberta, exatamente aquilo que penso e sinto, dizer exatamente aquilo que me vai na alma e no coraçao, por mais inconveniente ou incomodo que tal possa ser para quem quer que seja.","Nao e essa a minha maneira de ser e estar e por isso vou fazer aquilo que sempre fiz e continuarei a fazer, isto e, dizer, nesta Carta Aberta, exatamente aquilo que penso e sinto, dizer exatamente aquilo que me vai na alma e no coraçao, por mais inconveniente ou incomodo que tal possa ser para quem quer que seja.",1.0
"Nao me querendo alongar muito mais, ate porque esta Carta Aberta tem um proposito firme, importa, agora, salientar, no decurso do que acabou de ser dito, que os Estatutos e Regulamento Geral Interno do clube, hoje revistos, se encontravam repletos de ilegalidades e irregularidades, estavam perfeitamente obsoletos e caducos, eram e ainda sao documentos do seculo passado que nao perspetivam o futuro, eram e ainda sao documentos que nao sao dignos de um clube virado para o futuro, ambicioso, inovador, de um clube que se pretende afirmar no desporto nacional, de um clube moderno e competitivo.","Nao me querendo alongar muito mais, ate porque esta Carta Aberta tem um proposito firme, importa, agora, salientar, no decurso do que acabou de ser dito, que os Estatutos e Regulamento Geral Interno do clube, hoje revistos, se encontravam repletos de ilegalidades e irregularidades, estavam perfeitamente obsoletos e caducos, eram e ainda sao documentos do seculo passado que nao perspetivam o futuro, eram e ainda sao documentos que nao sao dignos de um clube virado para o futuro, ambicioso, inovador, de um clube que se pretende afirmar no desporto nacional, de um clube moderno e competitivo.",1
"Nao me querendo alongar muito mais, ate porque esta Carta Aberta tem um proposito firme, importa, agora, salientar, no decurso do que acabou de ser dito, que os Estatutos e Regulamento Geral Interno do clube, hoje revistos, se encontravam repletos de ilegalidades e irregularidades, estavam perfeitamente obsoletos e caducos, eram e ainda sao documentos do seculo passado que nao perspetivam o futuro, eram e ainda sao documentos que nao sao dignos de um clube virado para o futuro, ambicioso, inovador, de um clube que se pretende afirmar no desporto nacional, de um clube moderno e competitivo.","Nao me querendo alongar muito mais, ate porque esta Carta Aberta tem um proposito firme, importa, agora, salientar, no decurso do que acabou de ser dito, que os Estatutos e Regulamento Geral Interno do clube, hoje revistos, se encontravam repletos de ilegalidades e irregularidades, estavam perfeitamente obsoletos e caducos, eram e ainda sao documentos do seculo passado que nao perspetivam o futuro, eram e ainda sao documentos que nao sao dignos de um clube virado para o futuro, ambicioso, inovador, de um clube que se pretende afirmar no desporto nacional, de um clube moderno e competitivo.",1.0
"Sem visar especificamente a questão dos sem-abrigo sob o objetivo de redução da pobreza, tememos que as pessoas sem-abrigo sejam deixadas à margem, numa altura de crescente precariedade”, afirmam os signatários desta IDcartaabertaID, que inclui os eurodeputados bloquistas Marisa Matias e José Gusmão.","Sem visar especificamente a questão dos sem-abrigo sob o objetivo de redução da pobreza, tememos que as pessoas sem-abrigo sejam deixadas à margem, numa altura de crescente precariedade”, afirmam os signatários desta carta pública, que inclui os eurodeputados bloquistas Marisa Matias e José Gusmão.",1
"Sem visar especificamente a questão dos sem-abrigo sob o objetivo de redução da pobreza, tememos que as pessoas sem-abrigo sejam deixadas à margem, numa altura de crescente precariedade”, afirmam os signatários desta IDcartaabertaID, que inclui os eurodeputados bloquistas Marisa Matias e José Gusmão.","Sem visar especificamente a questão dos sem-abrigo sob o objetivo de redução da pobreza, tememos que as pessoas sem-abrigo sejam deixadas à margem, numa altura de crescente precariedade”, afirmam os signatários desta correspondência acessível, que inclui os eurodeputados bloquistas Marisa Matias e José Gusmão.",0.9969332
"No último sábado (24), eles divulgaram uma IDcartaabertaID à comunidade em que pedem desculpas pelo o que fizeram.","No último sábado (24), eles divulgaram uma carta pública à comunidade em que pedem desculpas pelo o que fizeram.",1
"No último sábado (24), eles divulgaram uma IDcartaabertaID à comunidade em que pedem desculpas pelo o que fizeram.","No último sábado (24), eles divulgaram uma correspondência acessível à comunidade em que pedem desculpas pelo o que fizeram.",0.97240144
"O caso tomou grande repercussão após uma IDcartaabertaID feita pela própria profissional, antes de falecer, por Covid -19, na quarta-feira (14).","O caso tomou grande repercussão após uma carta pública feita pela própria profissional, antes de falecer, por Covid -19, na quarta-feira (14).",1
"O caso tomou grande repercussão após uma IDcartaabertaID feita pela própria profissional, antes de falecer, por Covid -19, na quarta-feira (14).","O caso tomou grande repercussão após uma correspondência acessível feita pela própria profissional, antes de falecer, por Covid -19, na quarta-feira (14).",0.9860193
"""Carta aberta à Sarah: você foi a primeira amizade do Gil no BBB21 e com você o Gil compartilhou grandes momentos.","""Carta aberta à Sarah: você foi a primeira amizade do Gil no BBB21 e com você o Gil compartilhou grandes momentos.",1
"""Carta aberta à Sarah: você foi a primeira amizade do Gil no BBB21 e com você o Gil compartilhou grandes momentos.","""Carta aberta à Sarah: você foi a primeira amizade do Gil no BBB21 e com você o Gil compartilhou grandes momentos.",1.0
"Na IDcartaabertaID lembram que há mais de um ano estão num “processo de luta e reivindicação com a empresa Randstad, pelas mais variadas razões”: “a retirada unilateral do prémio no valor de 200 euros mensais que há anos fazia parte do nosso rendimento fixo mensal”, “disparidades nos subsídios de alimentação entre antigos e novos trabalhadores”, “transparência (ou falta dela) na contabilização e pagamento de prémios/comissões”, “despedimentos por “caducidade” (que se intensificaram exactamente neste último ano)”…","Na carta pública lembram que há mais de um ano estão num “processo de luta e reivindicação com a empresa Randstad, pelas mais variadas razões”: “a retirada unilateral do prémio no valor de 200 euros mensais que há anos fazia parte do nosso rendimento fixo mensal”, “disparidades nos subsídios de alimentação entre antigos e novos trabalhadores”, “transparência (ou falta dela) na contabilização e pagamento de prémios/comissões”, “despedimentos por “caducidade” (que se intensificaram exactamente neste último ano)”…",1
"Na IDcartaabertaID lembram que há mais de um ano estão num “processo de luta e reivindicação com a empresa Randstad, pelas mais variadas razões”: “a retirada unilateral do prémio no valor de 200 euros mensais que há anos fazia parte do nosso rendimento fixo mensal”, “disparidades nos subsídios de alimentação entre antigos e novos trabalhadores”, “transparência (ou falta dela) na contabilização e pagamento de prémios/comissões”, “despedimentos por “caducidade” (que se intensificaram exactamente neste último ano)”…","Na correspondência acessível lembram que há mais de um ano estão num “processo de luta e reivindicação com a empresa Randstad, pelas mais variadas razões”: “a retirada unilateral do prémio no valor de 200 euros mensais que há anos fazia parte do nosso rendimento fixo mensal”, “disparidades nos subsídios de alimentação entre antigos e novos trabalhadores”, “transparência (ou falta dela) na contabilização e pagamento de prémios/comissões”, “despedimentos por “caducidade” (que se intensificaram exactamente neste último ano)”…",0.9983166
Um policial do Departamento de Polícia de Los Angeles se tornou viral após compartilhar uma IDcartaabertaID de condenação dirigida a LeBron.,Um policial do Departamento de Polícia de Los Angeles se tornou viral após compartilhar uma carta pública de condenação dirigida a LeBron.,1
Um policial do Departamento de Polícia de Los Angeles se tornou viral após compartilhar uma IDcartaabertaID de condenação dirigida a LeBron.,Um policial do Departamento de Polícia de Los Angeles se tornou viral após compartilhar uma correspondência acessível de condenação dirigida a LeBron.,0.9818729
Os medicamentos estão sendo vendidos no IDmercadonegroID e os resultados dos testes estão demorando dias.,Os medicamentos estão sendo vendidos no mercado ilegal e os resultados dos testes estão demorando dias.,1
Os medicamentos estão sendo vendidos no IDmercadonegroID e os resultados dos testes estão demorando dias.,Os medicamentos estão sendo vendidos no negócio preto e os resultados dos testes estão demorando dias.,0.96427035
Mulheres vulneráveis ​​estão sendo perseguidas em Nairóbi para alimentar um crescente IDmercadonegroID de bebês.,Mulheres vulneráveis ​​estão sendo perseguidas em Nairóbi para alimentar um crescente mercado ilegal de bebês.,1
Mulheres vulneráveis ​​estão sendo perseguidas em Nairóbi para alimentar um crescente IDmercadonegroID de bebês.,Mulheres vulneráveis ​​estão sendo perseguidas em Nairóbi para alimentar um crescente negócio preto de bebês.,0.97065413
"A presidente da Comissão Europeia alertou esta quarta-feira que aceitar uma vacina no ""IDmercadonegroID"" pode apresentar-se como um risco incalculável para a saúde.","A presidente da Comissão Europeia alertou esta quarta-feira que aceitar uma vacina no ""mercado ilegal"" pode apresentar-se como um risco incalculável para a saúde.",1
"A presidente da Comissão Europeia alertou esta quarta-feira que aceitar uma vacina no ""IDmercadonegroID"" pode apresentar-se como um risco incalculável para a saúde.","A presidente da Comissão Europeia alertou esta quarta-feira que aceitar uma vacina no ""negócio preto"" pode apresentar-se como um risco incalculável para a saúde.",0.98686606
"Além do roubo de doses para comercialização no IDmercadonegroID, o órgão prevê que muitos criminosos tentarão vender imunizantes ilícitos ou fraudados, ou ainda “curas milagrosas” que não possuem qualquer tipo de embasamento científico.","Além do roubo de doses para comercialização no mercado ilegal, o órgão prevê que muitos criminosos tentarão vender imunizantes ilícitos ou fraudados, ou ainda “curas milagrosas” que não possuem qualquer tipo de embasamento científico.",1
"Além do roubo de doses para comercialização no IDmercadonegroID, o órgão prevê que muitos criminosos tentarão vender imunizantes ilícitos ou fraudados, ou ainda “curas milagrosas” que não possuem qualquer tipo de embasamento científico.","Além do roubo de doses para comercialização no negócio preto, o órgão prevê que muitos criminosos tentarão vender imunizantes ilícitos ou fraudados, ou ainda “curas milagrosas” que não possuem qualquer tipo de embasamento científico.",0.9957436
"O mercado branco é um mercado industrial elitista e eu critico esse nicho industrial, é um contraponto ao IDmercadonegroID.","O mercado branco é um mercado industrial elitista e eu critico esse nicho industrial, é um contraponto ao mercado ilegal.",1
"O mercado branco é um mercado industrial elitista e eu critico esse nicho industrial, é um contraponto ao IDmercadonegroID.","O mercado branco é um mercado industrial elitista e eu critico esse nicho industrial, é um contraponto ao negócio preto.",0.9780171
"Uma mulher de 30 anos, conhecida como Chechena, foi detida e está sob investigação criminal por supostamente ter vendido o seu recém-nascido no IDmercadonegroID por £ 250 (cerca de R$ 1.8 mil).","Uma mulher de 30 anos, conhecida como Chechena, foi detida e está sob investigação criminal por supostamente ter vendido o seu recém-nascido no mercado ilegal por £ 250 (cerca de R$ 1.8 mil).",1
"Uma mulher de 30 anos, conhecida como Chechena, foi detida e está sob investigação criminal por supostamente ter vendido o seu recém-nascido no IDmercadonegroID por £ 250 (cerca de R$ 1.8 mil).","Uma mulher de 30 anos, conhecida como Chechena, foi detida e está sob investigação criminal por supostamente ter vendido o seu recém-nascido no negócio preto por £ 250 (cerca de R$ 1.8 mil).",0.99126405
"Isso, obviamente, cria uma demanda entre quem ""ficou de fora"" e quer se proteger, o que leva ao surgimento de um IDmercadonegroID.","Isso, obviamente, cria uma demanda entre quem ""ficou de fora"" e quer se proteger, o que leva ao surgimento de um mercado ilegal.",1
"Isso, obviamente, cria uma demanda entre quem ""ficou de fora"" e quer se proteger, o que leva ao surgimento de um IDmercadonegroID.","Isso, obviamente, cria uma demanda entre quem ""ficou de fora"" e quer se proteger, o que leva ao surgimento de um negócio preto.",0.96992266
"Percebendo a alta demanda por órgãos e tecidos e a baixa disponibilidade dos órgãos, este mercado, conhecido como IDmercadonegroID, oferece aos compradores interessados a possibilidade de cura sem precisar aguardar na lista de espera como os demais.","Percebendo a alta demanda por órgãos e tecidos e a baixa disponibilidade dos órgãos, este mercado, conhecido como mercado ilegal, oferece aos compradores interessados a possibilidade de cura sem precisar aguardar na lista de espera como os demais.",1
"Percebendo a alta demanda por órgãos e tecidos e a baixa disponibilidade dos órgãos, este mercado, conhecido como IDmercadonegroID, oferece aos compradores interessados a possibilidade de cura sem precisar aguardar na lista de espera como os demais.","Percebendo a alta demanda por órgãos e tecidos e a baixa disponibilidade dos órgãos, este mercado, conhecido como negócio preto, oferece aos compradores interessados a possibilidade de cura sem precisar aguardar na lista de espera como os demais.",0.99218065
"É dever do Direito, zelar pela dignidade de cada ser humano, protegendo sua integridade física e moral, para tanto estabelecer limites e critérios para a doação de órgãos em vida ou morte, seja dirigida ou não, é essencial para evitar a compra e venda de órgãos que sustentam um IDmercadonegroID milionário.","É dever do Direito, zelar pela dignidade de cada ser humano, protegendo sua integridade física e moral, para tanto estabelecer limites e critérios para a doação de órgãos em vida ou morte, seja dirigida ou não, é essencial para evitar a compra e venda de órgãos que sustentam um mercado ilegal milionário.",1
"É dever do Direito, zelar pela dignidade de cada ser humano, protegendo sua integridade física e moral, para tanto estabelecer limites e critérios para a doação de órgãos em vida ou morte, seja dirigida ou não, é essencial para evitar a compra e venda de órgãos que sustentam um IDmercadonegroID milionário.","É dever do Direito, zelar pela dignidade de cada ser humano, protegendo sua integridade física e moral, para tanto estabelecer limites e critérios para a doação de órgãos em vida ou morte, seja dirigida ou não, é essencial para evitar a compra e venda de órgãos que sustentam um negócio preto milionário.",0.99761564
"A Venezuela tem mantido controles cambiais rigorosos desde 2003, o que leva indivíduos e empresas ao IDmercadonegroID quando não conseguem autorização do governo para comprar dólares à taxa legal.","A Venezuela tem mantido controles cambiais rigorosos desde 2003, o que leva indivíduos e empresas ao mercado ilegal quando não conseguem autorização do governo para comprar dólares à taxa legal.",1
"A Venezuela tem mantido controles cambiais rigorosos desde 2003, o que leva indivíduos e empresas ao IDmercadonegroID quando não conseguem autorização do governo para comprar dólares à taxa legal.","A Venezuela tem mantido controles cambiais rigorosos desde 2003, o que leva indivíduos e empresas ao negócio preto quando não conseguem autorização do governo para comprar dólares à taxa legal.",0.9914854
"Jesús Faría, um parlamentar pró-governo que é membro da Comissão de Finanças da Assembleia Nacional, disse na manhã de segunda-feira na rede de televisão Globovisión que a desvalorização da taxa de câmbio no IDmercadonegroID ""não tem nada a ver com a realidade"".","Jesús Faría, um parlamentar pró-governo que é membro da Comissão de Finanças da Assembleia Nacional, disse na manhã de segunda-feira na rede de televisão Globovisión que a desvalorização da taxa de câmbio no mercado ilegal ""não tem nada a ver com a realidade"".",1
"Jesús Faría, um parlamentar pró-governo que é membro da Comissão de Finanças da Assembleia Nacional, disse na manhã de segunda-feira na rede de televisão Globovisión que a desvalorização da taxa de câmbio no IDmercadonegroID ""não tem nada a ver com a realidade"".","Jesús Faría, um parlamentar pró-governo que é membro da Comissão de Finanças da Assembleia Nacional, disse na manhã de segunda-feira na rede de televisão Globovisión que a desvalorização da taxa de câmbio no negócio preto ""não tem nada a ver com a realidade"".",0.9906166
O banco central não respondeu a um pedido de comentário sobre a taxa de câmbio do IDmercadonegroID.,O banco central não respondeu a um pedido de comentário sobre a taxa de câmbio do mercado ilegal.,1
O banco central não respondeu a um pedido de comentário sobre a taxa de câmbio do IDmercadonegroID.,O banco central não respondeu a um pedido de comentário sobre a taxa de câmbio do negócio preto.,0.9747464
"Citando um estudo da Universidade de Michigan, o Daily Mail observou que uma forma dos EUA conter as emissões é limitar o consumo de IDcarnevermelhaID em até 90%.","Citando um estudo da Universidade de Michigan, o Daily Mail observou que uma forma dos EUA conter as emissões é limitar o consumo de carne bovina em até 90%.",1
"Citando um estudo da Universidade de Michigan, o Daily Mail observou que uma forma dos EUA conter as emissões é limitar o consumo de IDcarnevermelhaID em até 90%.","Citando um estudo da Universidade de Michigan, o Daily Mail observou que uma forma dos EUA conter as emissões é limitar o consumo de bife encarnado em até 90%.",0.96623933
Ana Beatriz Vicentini também está deixando a IDcarnevermelhaID de lado e optando por outros alimentos.,Ana Beatriz Vicentini também está deixando a carne bovina de lado e optando por outros alimentos.,1
Ana Beatriz Vicentini também está deixando a IDcarnevermelhaID de lado e optando por outros alimentos.,Ana Beatriz Vicentini também está deixando a bife encarnado de lado e optando por outros alimentos.,0.9375495
"Assim como as frituras, o consumo de IDcarnevermelhaID em excesso pode entupir as arterias e acarretar graves problemas de hipertensao e doenças cardiovasculares.","Assim como as frituras, o consumo de carne bovina em excesso pode entupir as arterias e acarretar graves problemas de hipertensao e doenças cardiovasculares.",1
"Assim como as frituras, o consumo de IDcarnevermelhaID em excesso pode entupir as arterias e acarretar graves problemas de hipertensao e doenças cardiovasculares.","Assim como as frituras, o consumo de bife encarnado em excesso pode entupir as arterias e acarretar graves problemas de hipertensao e doenças cardiovasculares.",0.9873393
"São negativamente associados a esse segundo padrão especialmente queijo com alto teor de gordura e manteiga; na sequência, vêm ovos, IDcarnevermelhaID e carne processada.","São negativamente associados a esse segundo padrão especialmente queijo com alto teor de gordura e manteiga; na sequência, vêm ovos, carne bovina e carne processada.",1
"São negativamente associados a esse segundo padrão especialmente queijo com alto teor de gordura e manteiga; na sequência, vêm ovos, IDcarnevermelhaID e carne processada.","São negativamente associados a esse segundo padrão especialmente queijo com alto teor de gordura e manteiga; na sequência, vêm ovos, bife encarnado e carne processada.",0.9809825
"Esse movimento é pautado, principalmente, pelos altos patamares do preço da IDcarnevermelhaID e a diminuição do poder de compra do consumidor brasileiro.","Esse movimento é pautado, principalmente, pelos altos patamares do preço da carne bovina e a diminuição do poder de compra do consumidor brasileiro.",1
"Esse movimento é pautado, principalmente, pelos altos patamares do preço da IDcarnevermelhaID e a diminuição do poder de compra do consumidor brasileiro.","Esse movimento é pautado, principalmente, pelos altos patamares do preço da bife encarnado e a diminuição do poder de compra do consumidor brasileiro.",0.96859974
"Nossas descobertas sugerem que o consumo de carne processada pode aumentar o risco de demência, e a ingestão de IDcarnevermelhaID não processada pode estar associada a riscos mais baixos"", diz a pesquisa.","Nossas descobertas sugerem que o consumo de carne processada pode aumentar o risco de demência, e a ingestão de carne bovina não processada pode estar associada a riscos mais baixos"", diz a pesquisa.",1
"Nossas descobertas sugerem que o consumo de carne processada pode aumentar o risco de demência, e a ingestão de IDcarnevermelhaID não processada pode estar associada a riscos mais baixos"", diz a pesquisa.","Nossas descobertas sugerem que o consumo de carne processada pode aumentar o risco de demência, e a ingestão de bife encarnado não processada pode estar associada a riscos mais baixos"", diz a pesquisa.",0.9843988
"Não posso pegar pesos maiores que dois quilos e, se como IDcarnevermelhaID, açúcar ou glúten passo mal"", conta.","Não posso pegar pesos maiores que dois quilos e, se como carne bovina, açúcar ou glúten passo mal"", conta.",1
"Não posso pegar pesos maiores que dois quilos e, se como IDcarnevermelhaID, açúcar ou glúten passo mal"", conta.","Não posso pegar pesos maiores que dois quilos e, se como bife encarnado, açúcar ou glúten passo mal"", conta.",0.96734893
A IDcarnevermelhaID sempre é tema de discussões a respeito das perdas e ganhos que pode oferecer à saúde.,A carne bovina sempre é tema de discussões a respeito das perdas e ganhos que pode oferecer à saúde.,1
A IDcarnevermelhaID sempre é tema de discussões a respeito das perdas e ganhos que pode oferecer à saúde.,A bife encarnado sempre é tema de discussões a respeito das perdas e ganhos que pode oferecer à saúde.,0.9622947
"Publicado no periódico Annals of Internal Medicine em novembro de 2019, o artigo concluiu que a ligação entre a IDcarnevermelhaID e o risco de desenvolver doenças era baixo e que, por isso, são necessárias mais evidências para que essa afirmação possa ser feita.","Publicado no periódico Annals of Internal Medicine em novembro de 2019, o artigo concluiu que a ligação entre a carne bovina e o risco de desenvolver doenças era baixo e que, por isso, são necessárias mais evidências para que essa afirmação possa ser feita.",1
"Publicado no periódico Annals of Internal Medicine em novembro de 2019, o artigo concluiu que a ligação entre a IDcarnevermelhaID e o risco de desenvolver doenças era baixo e que, por isso, são necessárias mais evidências para que essa afirmação possa ser feita.","Publicado no periódico Annals of Internal Medicine em novembro de 2019, o artigo concluiu que a ligação entre a bife encarnado e o risco de desenvolver doenças era baixo e que, por isso, são necessárias mais evidências para que essa afirmação possa ser feita.",0.98718035
"Por exemplo, começar a diminuir a quantidade de IDcarnevermelhaID que comemos e passar para a proteína vegetal é importante.","Por exemplo, começar a diminuir a quantidade de carne bovina que comemos e passar para a proteína vegetal é importante.",1
"Por exemplo, começar a diminuir a quantidade de IDcarnevermelhaID que comemos e passar para a proteína vegetal é importante.","Por exemplo, começar a diminuir a quantidade de bife encarnado que comemos e passar para a proteína vegetal é importante.",0.9610849
"No entanto, a IDcarnevermelhaID também pode ser uma opção saudável, desde que consumida com moderação e quando se dá preferência para carnes e cortes com menos gordura, como patinho, maminha, filé ou coxão mole, por exemplo.","No entanto, a carne bovina também pode ser uma opção saudável, desde que consumida com moderação e quando se dá preferência para carnes e cortes com menos gordura, como patinho, maminha, filé ou coxão mole, por exemplo.",1
"No entanto, a IDcarnevermelhaID também pode ser uma opção saudável, desde que consumida com moderação e quando se dá preferência para carnes e cortes com menos gordura, como patinho, maminha, filé ou coxão mole, por exemplo.","No entanto, a bife encarnado também pode ser uma opção saudável, desde que consumida com moderação e quando se dá preferência para carnes e cortes com menos gordura, como patinho, maminha, filé ou coxão mole, por exemplo.",0.98535675
"O consumo em excesso da IDcarnevermelhaID pode trazer prejuízos para a saúde, como acúmulo de gordura nas artérias e no fígado, aumento do colesterol e aumento da gordura a nível abdominal.","O consumo em excesso da carne bovina pode trazer prejuízos para a saúde, como acúmulo de gordura nas artérias e no fígado, aumento do colesterol e aumento da gordura a nível abdominal.",1
"O consumo em excesso da IDcarnevermelhaID pode trazer prejuízos para a saúde, como acúmulo de gordura nas artérias e no fígado, aumento do colesterol e aumento da gordura a nível abdominal.","O consumo em excesso da bife encarnado pode trazer prejuízos para a saúde, como acúmulo de gordura nas artérias e no fígado, aumento do colesterol e aumento da gordura a nível abdominal.",0.9906053
"“Recomenda-se evitar IDcarnevermelhaID, carboidratos simples como doces e farináceos, café, refrigerantes, chá preto ou mate e derivados do leite, além do álcool e alimentos processados e industrializados”.","“Recomenda-se evitar carne bovina, carboidratos simples como doces e farináceos, café, refrigerantes, chá preto ou mate e derivados do leite, além do álcool e alimentos processados e industrializados”.",1
"“Recomenda-se evitar IDcarnevermelhaID, carboidratos simples como doces e farináceos, café, refrigerantes, chá preto ou mate e derivados do leite, além do álcool e alimentos processados e industrializados”.","“Recomenda-se evitar bife encarnado, carboidratos simples como doces e farináceos, café, refrigerantes, chá preto ou mate e derivados do leite, além do álcool e alimentos processados e industrializados”.",0.9875385
"Alem da suplementaçao, outra forma de aumentar os niveis de vitamina D no sangue e via alimentaçao, com uma dieta rica em peixes oleosos como salmao, IDcarnevermelhaID ou gema de ovo.","Alem da suplementaçao, outra forma de aumentar os niveis de vitamina D no sangue e via alimentaçao, com uma dieta rica em peixes oleosos como salmao, carne bovina ou gema de ovo.",1
"Alem da suplementaçao, outra forma de aumentar os niveis de vitamina D no sangue e via alimentaçao, com uma dieta rica em peixes oleosos como salmao, IDcarnevermelhaID ou gema de ovo.","Alem da suplementaçao, outra forma de aumentar os niveis de vitamina D no sangue e via alimentaçao, com uma dieta rica em peixes oleosos como salmao, bife encarnado ou gema de ovo.",0.99154294
"A IDcarnevermelhaID é um elemento essencial para restabelecer a condição de elevar a defesa, a imunidade das pessoas.","A carne bovina é um elemento essencial para restabelecer a condição de elevar a defesa, a imunidade das pessoas.",1
