sentence1,sentence2,label
"Ao final de cada período de 10 dias, os pesquisadores examinaram o volume da massa cinzenta dos indivíduos por meio de varreduras cerebrais.",massa cinzenta,1
"Nas últimas décadas, a neurociência está demonstrando que nós todos, em qualquer idade, podemos realizar um treinamento cognitivo que nos ajude a manter nossa massa cinzenta mais jovem.",massa cinzenta,1
"No final do periodo, foi possivel observar que os participantes tiveram uma significativa diferença na massa cinzenta do cerebro, particularmente no lobo temporal medial direito, regiao essencial para a memoria.",massa cinzenta,1
"Por outro lado, foi constatado que a massa cinzenta dos voluntarios voltou a se regenerar consideravelmente apos dez dias sem cafeina.",massa cinzenta,1
Essa estrutura da massa cinzenta é chamada substância nigra.,massa cinzenta,1
"Esses mesmos problemas afetam indivíduos com menos massa cinzenta, já que são essas estruturas que abrigam a maior parte dos neurônios e desempenham importante papel na memória, emoções, tomada de decisões e autocontrole.",massa cinzenta,1
"Mas quando os participantes passaram por escaneamentos do cérebro, foi detectado que os jovens que faziam uso excessivo do álcool tinham menores volumes de massa cinzenta em diversas partes do cérebro, em comparação com o grupo de bebedores moderados.",massa cinzenta,1
"Os cientistas descobriram que a meditação provoca um efeito físico na nossa massa cinzenta, o que ajuda a combater a degeneração cognitiva.",massa cinzenta,1
"A pesquisa também mostrou que existe uma diferença física na cabeça dos meditadores experientes: havia mais massa cinzenta em áreas corticais, relacionadas à atenção e ao raciocínio.",massa cinzenta,1
"Entre as partes do cérebro que foram modificadas, há a substância branca, massa cinzenta e também o líquido cefalorraquidiano.",massa cinzenta,1
"Além disso, as regiões do cérebro que controlam a atividade muscular, visão, audição, fala, entre outros, ficam alocadas nessa área de massa cinzenta, chamada córtex cerebral.",massa cinzenta,1
"Chegando ao endereço, os militares constataram que houve apenas um curto-circuito na rede da residência, mas a situação já estava controlada.",curto-circuito,1
"A companhia explicou que um curto-circuito na rede de distribuiçao de media tensao, localizada na rua Padre Zeferino, causou interrupçao para algumas ruas do bairro Sao Benedito e Centro de Uberaba.",curto-circuito,1
"Um curto-circuito que, segundo os bombeiros, começou na cozinha queimou o cômodo, a lavanderia e ainda destruiu a área de serviço. ",curto-circuito,1
"Segundo a instituição, houve um curto-circuito no local. ",curto-circuito,1
"De acordo com os bombeiros, os moradores relataram que o fogo foi causado por um curto-circuito na fiação do quarto de uma das casas.",curto-circuito,1
"A reação de Dircésar Ferreira, de 47 anos, em um vídeo gravado por ele durante temporal que provocou curto-circuito em uma fiação da rede elétrica de Anápolis, a 55 km de Goiânia, viralizou nas redes sociais.",curto-circuito,1
"Diante do ""legal, filmei"" logo após o curto-circuito, os seguidores do perfil que compartilhou o vídeo encheram a publicação de comentários.",curto-circuito,1
Teve um curto-circuito que rapidamente pegou fogo e a vidraça começou a cair.,curto-circuito,1
A suspeita é que o fogo tenha começado no teto da quitinete após um curto-circuito na rede elétrica ,curto-circuito,1
"Conforme o tenente Joelhe Alencar, do Corpo de Bombeiros, a suspeita é que tenha ocorrido um curto-circuito na máquina de laser, iniciando o fogo. ",curto-circuito,1
O incêndio teria começado por volta das 3h depois que um carregador de celular que estava conectado na tomada entrou em curto-circuito.,curto-circuito,1
"Ainda conforme informações da corporação, o fogo teve início na cozinha, após uma fritadeira elétrica entrar em curto-circuito e pegar fogo. ",curto-circuito,1
O CBMCE informou que o curto-circuito pode ter ocasionado som de uma explosão.,curto-circuito,1
"A Celesc informa que a falta de energia nos municipios de Ipira, Piratuba e em parte da area rural de Capinzal e Ouro, na terça-feira (16), ocorreu devido a abertura, por curto-circuito, de dois alimentadores que atendem a regiao.",curto-circuito,1
"Foram encontradas cascas de eucalipto presas a fiaçao na rede principal dos dois alimentadores, provavelmente arremessadas na rede pelos fortes ventos, que causaram o curto-circuito.",curto-circuito,1
"Ainda conforme os bombeiros, o incêndio começou depois de um curto-circuito no forro em decorrência de falha elétrica. ",curto-circuito,1
"Esta nota frustrante mais tarde, durante a última semana de convivência, levará a um grande curto-circuito. ",curto-circuito,1
" Nós nos preocupamos com o agravamento da crise sanitária no Brasil, com os ataques à ciência, e por meio desta carta aberta nós, acadêmico(a)s de todo o mundo, demonstramos nossa solidariedade com os/as colegas no Brasil, cujas liberdades estão ameaçadas e com a população brasileira que é afetada diariamente por essa política destrutiva.",carta aberta,1
"Seguindo a linha das cartas (manifesto), depois de uma semana desanimadora com os resultados do Orçamento de 2021 e da perspectiva da situação climática brasileira, decidi escrever uma carta aberta aos formuladores de políticas públicas.",carta aberta,1
"O Conselho Nacional de Saúde (CNS) vem, respeitosamente, recorrer a esta carta aberta para dizer que o orçamento destinado ao financiamento das ações e serviços de  saúde  para o ano de 2021, aprovado em março, é incompatível com os seus custos mínimos, ainda mais ao se considerar o crescimento exponencial da pandemia da Covid-19.",carta aberta,1
Entre os atuais cerca de 1.500 signatários da carta aberta encontram-se numerosos ícones do empresariado brasileiro.,carta aberta,1
"Mesmo a tragédia ocorrida nestes últimos dias poderia muito provavelmente ter sido evitada”, referem as organizações na carta aberta.",carta aberta,1
"Desde a publicação de nossa carta aberta, em 4 de junho de 2019, foram mais 9 decretos e 15 portarias do Exército Brasileiro ou de ministérios, em um conjunto normativo de 31 atos unilaterais do Poder Executivo que ferem de morte qualquer vislumbre de uma política de controle de armas e munições moderna e responsável, inclusive contradizendo acordos internacionais ratificados pelo Congresso e interiorizados no ordenamento jurídico nacional.",carta aberta,1
"Desta forma, o Governo Municipal por meio da Secretária de Educação, Sandra Denise Bandeira Guerra, assinou, no dia 13 de abril, juntamente com os secretários de educação dos 17 municípios que integram a Associação dos Municípios do Planalto – AMPLA, o Consórcio Intermunicipal da Região do Planalto Médio – CIPLAM e a União Nacional dos Dirigentes Municipais de Educação – UNDIME/RS, uma carta aberta em defesa da vacinação dos profissionais da educação.",carta aberta,1
"Em uma carta aberta, 20 generais reformados pressionaram o presidente Emmanuel Macron a defender a França ""do islamismo e das hordas dos subúrbios"" que deixam a nação à beira de uma ""guerra civil iminente"".",carta aberta,1
Confira parte da carta aberta abaixo:,carta aberta,1
"Então, como resposta, neste fim de semana, os pesquisadores envolvidos publicaram uma carta aberta dirigida à comunidade do kernel Linux.",carta aberta,1
A novidade neste fim de semana é uma carta aberta publicada pelos envolvidos.,carta aberta,1
"E em carta aberta, instituições de pesquisa, como a Sociedade Brasileira para o Progresso da Ciência, concordaram com o adiamento da pesquisa em razão da pandemia, mas afirmam a importância de fazer o levantamento em 2022. ",carta aberta,1
"Nao e essa a minha maneira de ser e estar e por isso vou fazer aquilo que sempre fiz e continuarei a fazer, isto e, dizer, nesta Carta Aberta, exatamente aquilo que penso e sinto, dizer exatamente aquilo que me vai na alma e no coraçao, por mais inconveniente ou incomodo que tal possa ser para quem quer que seja.",carta aberta,1
"Nao me querendo alongar muito mais, ate porque esta Carta Aberta tem um proposito firme, importa, agora, salientar, no decurso do que acabou de ser dito, que os Estatutos e Regulamento Geral Interno do clube, hoje revistos, se encontravam repletos de ilegalidades e irregularidades, estavam perfeitamente obsoletos e caducos, eram e ainda sao documentos do seculo passado que nao perspetivam o futuro, eram e ainda sao documentos que nao sao dignos de um clube virado para o futuro, ambicioso, inovador, de um clube que se pretende afirmar no desporto nacional, de um clube moderno e competitivo.",carta aberta,1
"Sem visar especificamente a questão dos sem-abrigo sob o objetivo de redução da pobreza, tememos que as pessoas sem-abrigo sejam deixadas à margem, numa altura de crescente precariedade”, afirmam os signatários desta carta aberta, que inclui os eurodeputados bloquistas Marisa Matias e José Gusmão.",carta aberta,1
"No último sábado (24), eles divulgaram uma carta aberta à comunidade em que pedem desculpas pelo o que fizeram.",carta aberta,1
"O caso tomou grande repercussão após uma carta aberta feita pela própria profissional, antes de falecer, por Covid -19, na quarta-feira (14).",carta aberta,1
"""Carta aberta à Sarah: você foi a primeira amizade do Gil no BBB21 e com você o Gil compartilhou grandes momentos.",carta aberta,1
"Na carta aberta lembram que há mais de um ano estão num “processo de luta e reivindicação com a empresa Randstad, pelas mais variadas razões”: “a retirada unilateral do prémio no valor de 200 euros mensais que há anos fazia parte do nosso rendimento fixo mensal”, “disparidades nos subsídios de alimentação entre antigos e novos trabalhadores”, “transparência (ou falta dela) na contabilização e pagamento de prémios/comissões”, “despedimentos por “caducidade” (que se intensificaram exactamente neste último ano)”…",carta aberta,1
Um policial do Departamento de Polícia de Los Angeles se tornou viral após compartilhar uma carta aberta de condenação dirigida a LeBron.,carta aberta,1
Os medicamentos estão sendo vendidos no mercado negro e os resultados dos testes estão demorando dias.,mercado negro,1
Mulheres vulneráveis ​​estão sendo perseguidas em Nairóbi para alimentar um crescente mercado negro de bebês.,mercado negro,1
"A presidente da Comissão Europeia alertou esta quarta-feira que aceitar uma vacina no ""mercado negro"" pode apresentar-se como um risco incalculável para a saúde.",mercado negro,1
"Além do roubo de doses para comercialização no mercado negro, o órgão prevê que muitos criminosos tentarão vender imunizantes ilícitos ou fraudados, ou ainda “curas milagrosas” que não possuem qualquer tipo de embasamento científico.",mercado negro,1
"O mercado branco é um mercado industrial elitista e eu critico esse nicho industrial, é um contraponto ao mercado negro.",mercado negro,1
"Uma mulher de 30 anos, conhecida como Chechena, foi detida e está sob investigação criminal por supostamente ter vendido o seu recém-nascido no mercado negro por £ 250 (cerca de R$ 1.8 mil).",mercado negro,1
"Isso, obviamente, cria uma demanda entre quem ""ficou de fora"" e quer se proteger, o que leva ao surgimento de um mercado negro.",mercado negro,1
"Percebendo a alta demanda por órgãos e tecidos e a baixa disponibilidade dos órgãos, este mercado, conhecido como mercado negro, oferece aos compradores interessados a possibilidade de cura sem precisar aguardar na lista de espera como os demais.",mercado negro,1
"É dever do Direito, zelar pela dignidade de cada ser humano, protegendo sua integridade física e moral, para tanto estabelecer limites e critérios para a doação de órgãos em vida ou morte, seja dirigida ou não, é essencial para evitar a compra e venda de órgãos que sustentam um mercado negro milionário.",mercado negro,1
"A Venezuela tem mantido controles cambiais rigorosos desde 2003, o que leva indivíduos e empresas ao mercado negro quando não conseguem autorização do governo para comprar dólares à taxa legal.",mercado negro,1
"Jesús Faría, um parlamentar pró-governo que é membro da Comissão de Finanças da Assembleia Nacional, disse na manhã de segunda-feira na rede de televisão Globovisión que a desvalorização da taxa de câmbio no mercado negro ""não tem nada a ver com a realidade"".",mercado negro,1
O banco central não respondeu a um pedido de comentário sobre a taxa de câmbio do mercado negro.,mercado negro,1
"Citando um estudo da Universidade de Michigan, o Daily Mail observou que uma forma dos EUA conter as emissões é limitar o consumo de carne vermelha em até 90%.",carne vermelha,1
Ana Beatriz Vicentini também está deixando a carne vermelha de lado e optando por outros alimentos.,carne vermelha,1
"Assim como as frituras, o consumo de carne vermelha em excesso pode entupir as arterias e acarretar graves problemas de hipertensao e doenças cardiovasculares.",carne vermelha,1
"São negativamente associados a esse segundo padrão especialmente queijo com alto teor de gordura e manteiga; na sequência, vêm ovos, carne vermelha e carne processada.",carne vermelha,1
"Esse movimento é pautado, principalmente, pelos altos patamares do preço da carne vermelha e a diminuição do poder de compra do consumidor brasileiro.",carne vermelha,1
"Nossas descobertas sugerem que o consumo de carne processada pode aumentar o risco de demência, e a ingestão de carne vermelha não processada pode estar associada a riscos mais baixos"", diz a pesquisa.",carne vermelha,1
"Não posso pegar pesos maiores que dois quilos e, se como carne vermelha, açúcar ou glúten passo mal"", conta.",carne vermelha,1
A carne vermelha sempre é tema de discussões a respeito das perdas e ganhos que pode oferecer à saúde.,carne vermelha,1
"Publicado no periódico Annals of Internal Medicine em novembro de 2019, o artigo concluiu que a ligação entre a carne vermelha e o risco de desenvolver doenças era baixo e que, por isso, são necessárias mais evidências para que essa afirmação possa ser feita.",carne vermelha,1
"Por exemplo, começar a diminuir a quantidade de carne vermelha que comemos e passar para a proteína vegetal é importante.",carne vermelha,1
"No entanto, a carne vermelha também pode ser uma opção saudável, desde que consumida com moderação e quando se dá preferência para carnes e cortes com menos gordura, como patinho, maminha, filé ou coxão mole, por exemplo.",carne vermelha,1
"O consumo em excesso da carne vermelha pode trazer prejuízos para a saúde, como acúmulo de gordura nas artérias e no fígado, aumento do colesterol e aumento da gordura a nível abdominal.",carne vermelha,1
"“Recomenda-se evitar carne vermelha, carboidratos simples como doces e farináceos, café, refrigerantes, chá preto ou mate e derivados do leite, além do álcool e alimentos processados e industrializados”.",carne vermelha,1
"Alem da suplementaçao, outra forma de aumentar os niveis de vitamina D no sangue e via alimentaçao, com uma dieta rica em peixes oleosos como salmao, carne vermelha ou gema de ovo.",carne vermelha,1
"A carne vermelha é um elemento essencial para restabelecer a condição de elevar a defesa, a imunidade das pessoas.",carne vermelha,1
"Por que será, afinal, que o consumo da carne vermelha está em xeque?",carne vermelha,1
"Realizado por pesquisadores da Universidade de Tel Aviv, em Israel, e do Centro de Pesquisa Epidemiológica e Estatística Sorbonne Paris Cité, na França, o estudo sugere que o aumento do risco de câncer proveniente do consumo de carne vermelha estaria no ácido N- glicolilneuramínico (Neu5Gc), em evidência ainda provisórias a serem confirmadas por novas pesquisas.",carne vermelha,1
"A proteína principal é chamada de bulgogi, que são pedaços de carne vermelha marinada e cortadas em pequenos pedaços.",carne vermelha,1
"Em 2019, a Universidade de Cambridge apontou os benefícios em tirar a carne vermelha do cardápio, como resultado de um compromisso iniciado em 2016 e que ficou conhecido como Política de Alimentos Sustentáveis.",carne vermelha,1
"Por último, mas não menos importante, após o bizarro diálogo com o senador Jorge Kajuru, os cúmplices e coniventes parceiros de Senado e de STF perderam a coragem de manter-se alinhados - e aliados - a um conspirador de quinta categoria como Jair Bolsonaro.",quinta categoria,1
"Esse colegiado político e de quinta categoria jogou no lixo o que de mais precioso surgiu na Justiça brasileira nas últimas décadas, a Operação Lava Jato, diminuindo muito a esperança de vermos bandidos, corruptos e corruptores atrás das grades.",quinta categoria,1
"E de quinta categoria, porque não têm um voto.",quinta categoria,1
"Todos se recordam aqui de duas imagens lamentáveis, uma imagem de filme de terror de quinta categoria, meia dúzia de encapuzados, como se fosse a Ku Klux Klan tupiniquin, marchando no Supremo com tochas, e a outra jogando fogos de artifício”, recordou.",quinta categoria,1
"Com um argumento de quinta categoria, junto de uma produção que não vai além do esperado, o maior investimento é aplicado na escolha dos atores e na caracterização dos figurantes.",quinta categoria,1
"Um domingo de  Palmeiras x Flamengo  , encontro dos dois últimos campeões, transformado deliberadamente numa esquete de quinta categoria, onde o torcedor, esse pária, acaba convidado a acompanhar um  tempo real de liminares da justiça  , um sem número de nadas com nadas elegantemente fardados, a nota oficial para cá, o tuíte do presidente de não sei onde para cá, o recurso do pedido da solicitação do requerimento da indagação do protocolo do blá, blá, blá.",quinta categoria,1
"O absurdo e o anacronismo da situação não foi o bloqueio do presidente dos EUA, mas sim o fato de o presidente dos EUA descer a um ponto tão rasteiro que o fez merecer a humilhação de ser bloqueado, como um membro de milícias digitais de quinta categoria.",quinta categoria,1
"Eduardo Bolsonaro, o Zero Três, seu principal adversário no clã, só neste domingo de eleição foi chamado por ela de ""picaretinha, preguiçoso; fumador de maconha, surfista de araque, Dudu bananinha e covarde de quinta categoria"".",quinta categoria,1
"Na concepção desses ""marketeiros"" de quinta categoria a pessoa do trabalhador representa apenas um Lead a mais ou um seguidor na rede social.",quinta categoria,1
E se eles nos derem uma vacina de quinta categoria?,quinta categoria,1
"A deputada federal Joice Hasselmann (PSL-SP) afirmou que o presidente Jair Bolsonaro (sem partido) cometeu ""estelionato eleitoral"" e o chamou de ""botequeiro de quinta categoria"", durante entrevista concedida à rádio CBN.",quinta categoria,1
"Um presidente da República que, de vez em quando, no seu comportamento, fala como se fosse um botequeiro de quinta categoria, xingando pessoas, ofendendo pessoas por nada.",quinta categoria,1
"Gente como Michael Dudikoff, Reb Brown e Michael Paré entupiam as prateleiras com filmes de ação de quinta categoria, mas que ajudavam a completar os filmes ""alugados na quinta, devolvidos na segunda"".",quinta categoria,1
Este sujeito transforma o Palácio do Planalto em bordel de quinta categoria sempre que abre a boca.,quinta categoria,1
"Autor da trama, Carlos Lombardi define o personagem como ""um soldado de quinta categoria que acaba virando o ditador da ilha porque era o amante da primeira- dama, Mercedes Montenegro [Betty Lago]"".",quinta categoria,1
"Centenas de milhares de brasileiros tem ido jogar lá (Punta del Este), levando divisas para o Uruguai, que é uma republiqueta de quinta categoria, me desculpe o Uruguai, mas é uma república de quinta categoria.",quinta categoria,1
"Efetivamente esta e a razao secreta e inconsciente das viagens espaciais: descobrir a Terra, o terceiro planeta de um sol de quinta categoria, dentro de nossa galaxia.",quinta categoria,1
"Na quinta categoria, ""Bases de Dados"", os participantes deverao apresentar soluçoes relacionadas ao fomento do uso integrado das bases de dados para estimular a inovaçao, a economia criativa e a produçao de analises prospectivas sobre tendencias tecnologicas.",quinta categoria,1
"Por esse motivo, as intubações de casos graves da doença estão sendo feitas no pronto-socorro.",pronto-socorro,1
"Segundo Leda Marisa, na segunda-feira (12), três pacientes foram intubados no pronto-socorro.",pronto-socorro,1
O Hospital Azambuja tem uma equipe de pediatria e em breve terá atendimento pediátrico 24 horas no pronto-socorro.,pronto-socorro,1
"A formação da CP ocorreu na última segunda-feira (5), após a Câmara de Birigui acatar denúncia de possíveis irregularidades no Pronto-Socorro Municipal.",pronto-socorro,1
A Comissão irá apurar se houve crime de responsabilidade e infração político- administrativo do prefeito Leandro Maffeis no Pronto-Socorro.,pronto-socorro,1
"Ha 15 dias nosso Pronto-Socorro amanheceu com 15 mortes, isso e desesperador",pronto-socorro,1
"Ha 15 dias nosso Pronto-Socorro amanheceu com 15 mortes, isso e desesperador, qualquer gestor se sente impotente.",pronto-socorro,1
"Tambem lembra da Upa Cristo Rei que foi aberta para atendimento da Covid e uma ala do Pronto-Socorro, com dez leitos de UTI.",pronto-socorro,1
"Estamos em contrataçao, com arrendamento, de um hospital particular para tirarmos nossa rede cegonha para que nossas crianças possam nascer em um ambiente menos comprometido, nao e problema do nosso Pronto-Socorro, e que a Covid invadiu, nao se tem mais como fazer isso la com segurança.",pronto-socorro,1
"Inicialmente, pode parecer uma obra pequena, mas neste momento em que a crise provocada pela pandemia e gravissima e ocupa leitos em todas as instituiçoes, houve um olhar de respeito e atençao redobrada dos gestores e servidores do hospital percebendo que a readequaçao desta sala desafogaria a situaçao de macas no corredor do pronto-socorro no periodo em que o paciente esta em observaçao.",pronto-socorro,1
"O novo espaço passou a ter mais 100 metros quadrados para acolher as pessoas que estao recebendo cuidados medicos no pronto-socorro, proporcionando leitos separados, assistencia humanizada, privacidade, climatizaçao, poltronas reclinaveis para os acompanhantes, espaço para a administraçao de medicamentos e sanitarios exclusivos para os pacientes.",pronto-socorro,1
"Em 2021, o pronto-socorro do HZSL ja fez mais de 5 mil atendimentos, incluindo casos de Covid-19.",pronto-socorro,1
"7 deles estão intubados (respirando por aparelho) na área vermelha do pronto-socorro (nossa capacidade é de 6 respiradores na sala de estabilização)”, diz a nota.",pronto-socorro,1
O motivo da ampliação é o anúncio do Hospital de Clínicas que não irá atender mais casos sem urgência em seu pronto-socorro.,pronto-socorro,1
"Portanto, uma ""estrela cadente"" nada mais é do que um pedaço de pedra, às vezes do tamanho de um grão de arroz.",estrela cadente,1
"Por isso, quando virmos uma ""estrela cadente"" riscar o céu, mostrando toda a sua beleza, acho bom desejarmos que uma outra dessas ""caia"" novamente!",estrela cadente,1
"Em outras palavras, é uma grande estrela cadente; mas nem tão grande a ponto de apresentar uma ameaça.",estrela cadente,1
"Aqui Kauai já viu curupira, estrela cadente, fantasma, sapos grandes, besouros, passarinho no ninho e muitas outras coisas...'', escreveu ela ao legendar a postagem.",estrela cadente,1
"E, então, vimos uma estrela cadente.",estrela cadente,1
"Um dia, ao ver uma estrela cadente, ele faz um pedido: deseja ser a pessoa mais popular da escola.",estrela cadente,1
Eu pedi um sinal e passou uma estrela cadente.,estrela cadente,1
"Então, caso você tenha visto alguma “estrela cadente” nos últimos dias, pode ser que se trate de um meteoro Geminídeas.",estrela cadente,1
"O fenômeno é popularmente conhecido como “estrela cadente”, segundo o especialista.",estrela cadente,1
" Talvez o segredo para ver alguma “estrela cadente” seja olhar para uma região longe do radial da chuva Geminídeas, porque deve ser mais fácil perceber os meteoros através da visão periférica, e não olhando diretamente para eles.",estrela cadente,1
"É fenômeno de bólido, mais popularmente um meteoro ou estrela cadente com alta intensidade de brilho e energia.",estrela cadente,1
"Ela tem o aspecto diferente do de uma estrela cadente, pois não deixa rastro.",estrela cadente,1
"Um meteoro é uma ""estrela cadente"" e, quando este é encontrado na Terra, recebe o nome de meteorito.",estrela cadente,1
Verdadeira estrela cadente.,estrela cadente,1
"Assim, como explica a Healthline, o vinho tinto é significativamente mais saudável - ou menos mau - do que o vinho branco.",vinho branco,1
"Saladas, bolinhos e pastel: Já pratos frios, como salada, vinagrete e salpicão, e fritos, como bolinho de bacalhau e pastel, precisam de um vinho branco leve, com boa intensidade aromática e acidez alta.",vinho branco,1
Não é preciso sempre optar 100% das vezes pelo vinho branco.,vinho branco,1
"Isto quer dizer que até na Páscoa o tradicional prato de bacalhau acompanhado de vinho branco pode estar ""fazendo feio"" e não realçando o sabor de nada.",vinho branco,1
"E o mais importante de tudo os paladares são muito pessoais, mas enfim, a pergunta em questão é: Peixe com vinho branco e carne com vinho tinto?",vinho branco,1
"Então vamos lá, ‘Peixe com vinho branco e carne com vinho tinto?’, SIM se você harmonizar assim vai acertar mais do que errar, mas o oposto também pode funcionar, um exemplo seria pra quem gosta do vinho tinto e não abre mão dele, mas quer comer peixe nesse dia, é possível sim, primeiro cada um pode beber e comer o que tiver vontade, mas se você quiser fazer uma harmonização com um pouco mais de ciência e técnica a sugestão é: na hora de escolher o peixe, escolher algum tipo de peixe que seja mais adequado ao tinto.",vinho branco,1
"O Atum feito à moda oriental, tailandesa, agridoce com frutas, com manga, com tamarindo etc., eu recomento um vinho branco, pois o tinto complicaria um pouco, mas se o atum for feito com uma receita mediterrânea com tomates, azeitonas, alcaparras, isso certamente ajuda a harmonizar com o vinho tinto.",vinho branco,1
"O mesmo com vinho branco e carne vermelha, também é possível.",vinho branco,1
"Eu já fiz um jantar inteiro com espumantes brancos, e um cordeiro rosadinho quase cru com um leve molho branco e ficou perfeito, isso combina com vinho branco também.",vinho branco,1
"Quanto a Kate, ela é a terceira pessoa mais popular da família e dois terços dos britânicos a têm em alta conta, de acordo com uma pesquisa do instituto YouGov divulgada na terça-feira.",terceira pessoa,1
"Conhecida pelos amigos como Nica, ela foi a terceira pessoa da mesma família a perder a vida por causa da Covid-19 em menos de um mês. ",terceira pessoa,1
"Ha indicios de que no imovel ha plantio de soja decorrente de contrato de arrendamento firmado pela recorrente com terceira pessoa, o que se mostra suficiente para configurar risco de irreversibilidade do provimento judicial almejado, tambem tornando recomendavel a manutençao do estado atual das coisas"", afirmou a magistrada.",terceira pessoa,1
A Polícia Civil abriu inquérito e irá apurar se Luis Eduardo adquiriu o carro com uma terceira pessoa ou se ele próprio foi o responsável pelo furto.,terceira pessoa,1
Uma terceira pessoa envolvida no caso está sendo procurada.,terceira pessoa,1
A polícia afastou a hipótese de uma terceira pessoa na cena do crime. ,terceira pessoa,1
"Édipo ainda admitiu que, utilizando uma cópia da chave, furtou um automóvel Gol que havia alugado e vendido para uma terceira pessoa.",terceira pessoa,1
"Após abordarem um Jeep Compass, com placas de Brasília, os policiais verificaram em sistemas que sobre o veículo havia um registro policial pelo crime de estelionato, cuja suposta vítima, moradora de Brasília, teria financiado o veículo com o banco e revendido à terceira pessoa, que descumpriu com os pagamentos assumidos e desapareceu.",terceira pessoa,1
"A terceira pessoa até teria cogitado ficar com o dinheiro, mas a arquiteta entrou em uma discussão e conseguiu convencê-lo de que ficaria com o dinheiro até a chegada da dona.",terceira pessoa,1
"Uma terceira pessoa, dona da arma usada, cumpre pena em regime fechado suspeito de feminicídio.",terceira pessoa,1
"A precisão no momento do combate é menor do que a em terceira pessoa, por forçar o enquadramento mais distante, e geralmente esta visão é preferida por jogadores que buscam mais curtir o jogo e se divertir, do que competir a sério.",terceira pessoa,1
"Após quase quatro anos de desenvolvimento e seis anos do nascimento do conceito inicial, o roguelike em terceira pessoa Returnal finalmente está pronto para ser disponibilizado aos consumidores.",terceira pessoa,1
Infelizmente esse modo de terceira pessoa é puramente para espectadores.,terceira pessoa,1
"Narrado em terceira pessoa, cada capítulo se alterna com o ponto de vista de uns dos protagonistas.",terceira pessoa,1
"Como se ele próprio fosse um personagem, o novo escritor fala de si na terceira pessoa para demonstrar o encantamento pelo ofício.",terceira pessoa,1
"A trama envolvente narra, em terceira pessoa, as vivências paralelas de dois homens, Oscar e Henri, cada qual com as suas escolhas, divertimentos e arrependimentos.",terceira pessoa,1
"Além do mais, ao escrever na terceira pessoa do singular, você confere mais seriedade ao seu trabalho.",terceira pessoa,1
"Em 2005, com ""Pingos e Respingos"", ele retorna aos assuntos de sua própria trajetória e conta, narrando em terceira pessoa, a enchente de 1979 que assolou o Espírito Santo, especialmente o Norte, causando enormes prejuízos e deixando milhares de pessoas desabrigadas.",terceira pessoa,1
"É uma história que quero que sirva de testemunho do que Hélio viveu, mas em terceira pessoa, com atores”, afirma Roa.",terceira pessoa,1
"As protagonistas Vicenta, Laura e a filha mais velha, Valeria, aparecem em terceira pessoa, citadas pela narradora, que dá um tom sensível e dramático à trama.",terceira pessoa,1
E mesmo aquela famosa regra de comer de 3 em 3 horas não deve ser seguida por todos segundo o médico (a menos que você faça trabalho braçal).,trabalho braçal,1
"Então, quem faz todo o trabalho braçal é o Auxiliar de Necropsia.",trabalho braçal,1
"Elas foram muito além do trabalho braçal e fizeram descobertas importantíssimas (o estudo de Henrietta Leavitt sobre estrelas chamadas cefeidas, por exemplo, permitiu a Hubble determinar que o Universo está em expansão).",trabalho braçal,1
"Mais uma vez, há aqui uma clivagem entre o trabalho qualificado, passível de ser feito de casa, e o trabalho braçal – e caímos de novo no problema da desigualdade.",trabalho braçal,1
"Historicamente, o trabalho braçal está sempre ligado a pessoas pretas e a academia as pessoas brancas.",trabalho braçal,1
"Sob essa perspectiva, mulheres, pessoas LGBTI+ e também homens heterossexuais marginalizados eram associados ao trabalho braçal ou sexual, e, por isso, seriam mais julgados pelos seus corpos, um sinal de subalternidade.",trabalho braçal,1
"Apesar de automatizado, o processo passou por um longo trabalho braçal da equipe.",trabalho braçal,1
"É um trabalho braçal pesado, em que os funcionários passam calor com máscara e roupas de manga comprida e calça que usam para se proteger do sol quente. ",trabalho braçal,1
"Também fez trabalho braçal descarregando caminhões, tarefa permitida pela academia para que os alunos trabalhassem em troca de um salário.",trabalho braçal,1
"O trabalho braçal passou a ser visto como inferior, as vidas negras seguem sendo aniquiladas pela polícia e as religiões de matrizes africanas ainda são perseguidas e desrespeitadas.",trabalho braçal,1
"Então um paraíso fiscal não é um paraíso fiscal apenas pela tributação baixa, mas também porque oferecem diversas vantagens societárias, diversas vantagens legislativas legislativas que permitem que você possa sofrer pouca interferência de outros"".",paraíso fiscal,1
"Não, a Irlanda não é um paraíso fiscal, penso que isso é uma descrição totalmente incorreta da situação”, afirma Thomas Byrne.",paraíso fiscal,1
Google lucra 34 bilhões de euros com paraíso fiscal das Bermudas,paraíso fiscal,1
"É ali, naquela região considerada um paraíso fiscal, com água por todo o lado, que passa a cadeia de controlo da companhia que ganhou o nome por conta de um navegador português de seu nome Vasco.",paraíso fiscal,1
"Como ocorre em todo paraíso fiscal, os endereços de boa parte dessas empresas são salas comerciais de algum escritório de advocacia – apenas quinze endereços concentram mais de 10 mil dessas empresas, indicativo de que elas só existem no papel.",paraíso fiscal,1
"Luxemburgo, paraíso fiscal das riquezas brasileiras",paraíso fiscal,1
Empresa que contratou Moro é controlada por holding em paraíso fiscal,paraíso fiscal,1
"Pois é esse o montante de dinheiro que 350 brasileiros ou residentes no Brasil possuem em 448 empresas registradas em Luxemburgo, país conhecido por ser um paraíso fiscal.",paraíso fiscal,1
